,name,rating,price,zip_code,categories,cuisine,borough,borough,medincome,population,foreign born persons pct,whitenolatino
601,Estrellita Poblana III,4.0,2,10458,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
602,Xochimilco Family Restaurant,4.5,2,10455,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
603,Mexicocina,3.5,2,10455,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
604,Los Girasoles Restaurant,4.5,1,10458,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
605,Picante Picante,4.0,2,10463,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
606,Guadalupe Restaurant,4.0,2,10034,"Mexican, Steakhouses, Seafood",Mexican,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
607,Mama Puebla,3.5,2,10465,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
608,Vida Verde,4.5,2,10019,"Cocktail Bars, Mexican, Venues & Event Spaces",Mexican,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
609,La Morada,4.5,2,10454,"Mexican, Vegetarian",Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
610,Rosa Mexicano,3.5,2,10023,Mexican,Mexican,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
611,La Contenta,4.5,2,10002,"Mexican, Bars, Breakfast & Brunch",Mexican,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
612,Top Tortillas,4.0,1,10461,"Mexican, Tex-Mex",Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
613,El Molcajete,3.5,2,10472,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
614,Pique 86,4.5,1,10458,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
615,Tacos El Bronco II,4.5,1,10462,"Mexican, Food Trucks",Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
616,Santa Fe Grill & Bar,4.0,2,10471,"Mexican, Bars",Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
617,Frida's Tacos,4.5,2,10471,Tacos,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
618,Metate,3.0,2,10463,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
619,Travesias,4.0,3,10465,Latin American,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
620,Cinco De Mayo,3.5,1,10451,"Mexican, Caterers",Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
621,Cantina Taqueria & Tequila Bar,4.0,2,10026,"Mexican, Latin American, Cocktail Bars",Mexican,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
622,Havana Cafe,4.0,2,10461,"Cuban, Latin American",Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
623,Noches Mexicanas,3.5,2,10455,Mexican,Mexican,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
624,Liebman's Kosher Delicatessen,4.0,2,10463,"Delis, Kosher",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
625,Second Helping Glatt Kosher Food,3.5,2,10463,Delis,Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
626,Kai Fan Asian Cuisine,3.5,2,10463,"Kosher, Japanese, Chinese",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
627,Riverdale Steak House,3.5,2,10471,"Steakhouses, Irish Pub",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
628,Yo-Burger,4.0,2,10463,"Burgers, Vegetarian",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
629,Corner Cafe & Bakery,3.0,2,10463,"Vegetarian, Bakeries, Kosher",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
630,Carlos & Gabby's Riverdale,3.0,2,10471,"Mexican, Kosher, Barbeque",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
631,Teitel Brothers,4.5,2,10458,"Grocery, Imported Food",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
632,Blackstone Bar & Grill,4.0,2,10463,"Sports Bars, Burgers, Sandwiches",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
633,Moss Cafe,3.5,2,10463,"Cafes, Kosher, New American",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
634,Pizza Block,2.0,2,10471,"Pizza, Kosher, Sushi Bars",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
635,Golan Heights,4.0,2,10033,"Middle Eastern, Kosher",Kosher,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
636,Leche Y Miel Restaurant,4.0,2,10463,"Comfort Food, Dominican, Juice Bars & Smoothies",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
637,Burger Heights,4.0,2,10033,"Burgers, Fast Food, Hot Dogs",Kosher,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
638,Mario's Restaurant,4.0,2,10458,"Italian, Seafood",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
639,S&S Cheesecake,4.5,2,10463,"Desserts, Bakeries, Kosher",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
640,Louie's Dale Diner,3.5,2,10463,"Diners, Breakfast & Brunch, Burgers",Kosher,"The Bronx, NY",The Bronx,47036,1379946,33.9,8.7
641,Kin'd,4.5,2,11366,Thai,Kosher,"The Bronx, NY",Queens,82431,2278029,47.1,23.9
642,Cheburechnaya,4.0,2,11374,"Kosher, Russian, Uzbek",Kosher,"The Bronx, NY",Queens,82431,2278029,47.1,23.9
643,Djerdan Burek Astoria,4.0,2,11106,"Turkish, Modern European",Kosher,"The Bronx, NY",Queens,82431,2278029,47.1,23.9
644,Chop Chop,3.5,2,10033,"Kosher, Chinese, Sushi Bars",Kosher,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
645,Ravagh Persian Grill,4.0,2,10016,"Middle Eastern, Persian/Iranian, Mediterranean",Kosher,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
646,Dagon,4.0,3,10024,"Bars, Mediterranean, Tapas/Small Plates",Kosher,"The Bronx, NY",Manhattan,99880,1596273,28.1,45.5
647,Jujube Tree,4.5,2,11103,"Vegan, Asian Fusion",Kosher,"The Bronx, NY",Queens,82431,2278029,47.1,23.9
648,Taste of Samarkand,4.5,2,11374,"Uzbek, Kosher",Kosher,"The Bronx, NY",Queens,82431,2278029,47.1,23.9
649,Trattoria L'incontro,4.5,3,11105,"Italian, Pizza, Salad",Kosher,"The Bronx, NY",Queens,82431,2278029,47.1,23.9
